Fecha,Fecha_Hora,Local,Local_Nombre,Carta,Carta_Label,Rubro,Subrubro,Producto,Descripcion,Precio_ARS,Precio_USD,Dolar_ARS
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,TEX-MEX,TEX-MEX,Fajitas Chidas Mixtas (para compartir),,37000.0,25.78,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,TEX-MEX,TEX-MEX,Fajitas Chidas Lomo,,37000.0,25.78,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,TEX-MEX,TEX-MEX,Fajitas Chidas Pollo,,34000.0,23.69,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,TEX-MEX,TEX-MEX,Red Hot Beef Quesadillas,(Entera o media),27500.0,19.16,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,TEX-MEX,TEX-MEX,Red Hot Chicken Quesadillas,(Entera o media),26500.0,18.47,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,TEX-MEX,TEX-MEX,Quesadillas Capresse,,28500.0,19.86,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,R&F Burger,Hamburguesa casera de 150 grs.,17900.0,12.47,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Mini Cadillac Burgers,Mini hamburguesas caseras al estilo americano,19900.0,13.87,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Burger Not Meat,Hamburguesa hecha 100% a base de plantas,17500.0,12.2,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Grand Cadillac Burger,Hamburguesa casera estilo americana de 250 grs,19900.0,13.87,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Philly Cheese Steak,Hebras de lomo con cebollas caramelizadas,21500.0,14.98,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,R&F Steak,Sándwich de lomo,19500.0,13.59,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Tostado Mixto,Tostado de miga con jamón cocido y muzzarella,17900.0,12.47,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Deli Pastrami Sandwich,Sándwich de pastrón,19900.0,13.87,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Salmón Bagel,Bagel con salmón ahumado,24500.0,17.07,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Mini Macaroni & Cheese,Pasta con crema de cheddar y parmesano gratinado,17500.0,12.2,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Tallarines kids,Acompañados de crema o salsa bolognesa.,17500.0,12.2,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Burger Kids,Tradicional hamburguesa con queso cheddar y papas,17500.0,12.2,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Fried Kids,Tiritas de pollo rebozadas,17500.0,12.2,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Small Grilled Chicken,Pechuguita de pollo grillada a la leña,17500.0,12.2,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Promoción Paletas R&F,Chocolate o Americana con cobertura de chocolate,2000.0,1.39,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Paleta R&F,Chocolate o Americana con cobertura de chocolate,3000.0,2.09,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SIN TACC,SIN - TACC,BBQ Ribs con Papa Rellena (sin TACC),Costillar de cerdo ahumado,31500.0,21.95,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SIN TACC,SIN - TACC,Pollo a la crema (sin TACC),Trocitos de pollo salteados .,25500.0,17.77,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,SIN TACC,SIN - TACC,Minicake Brownie,Clásico brownie de chocolate.,9500.0,6.62,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Brownie de Chocolate con Helado,,12900.0,8.99,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Brownie de Chocolate y Banana,,13500.0,9.41,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Apple Pudding,,7900.0,5.51,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Flan   Casero,Nuestra clásica receta con salsa de caramelo,8500.0,5.92,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Sweet Mix Combo,,13900.0,9.69,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Coco Rock,,11900.0,8.29,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Tiramisú,Clásico postre italiano de vainillas y mascarpone,12500.0,8.71,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Mousse de Tres Chocolate,,14000.0,9.76,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Ensalada de Frutas,,7900.0,5.51,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Feller's Ice Cream,Dos sabores de helado a elección,9900.0,6.9,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Feller's Sambayon,,10500.0,7.32,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Oreo Towers,,10500.0,7.32,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Ice Cream  Cup,,7900.0,5.51,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Panqueques rock sin helado,Panqueques con Dulce de leche,10500.0,7.32,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Panqueques rock,Panqueques con dulce de leche,11900.0,8.29,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Key Lime Pie,,11500.0,8.01,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Chocotorta,,13500.0,9.41,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Big Apple,,12900.0,8.99,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Torta R&F,,13900.0,9.69,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Oreo Torta,,13500.0,9.41,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Carrot Cake,Torta humeda de zanahoria,10500.0,7.32,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Red Velvet Cheesecake,,10900.0,7.6,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,American Cheesecake,Cheesecake estilo americano,13500.0,9.41,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Caramel Dulce de leche Cheesecake,Cheesecake de dulce de leche,11900.0,8.29,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Small Chocotorta.,,8500.0,5.92,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café / Café Cortado,,3200.0,2.23,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café con crema,,3300.0,2.3,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café / Cortado en jarrito,,3400.0,2.37,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café con crema en jarrito,,3400.0,2.37,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café Doble,,3700.0,2.58,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café con leche,,3700.0,2.58,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Capuccino,,3600.0,2.51,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Té (consultar sabores),,3200.0,2.23,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Té con leche,,3500.0,2.44,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Chocolate con leche,,3800.0,2.65,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Submarino,,4100.0,2.86,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Leche de almendras,,900.0,0.63,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,GASEOSAS,Gaseosas,Linea Coca Cola,3400.0,2.37,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,AGUAS,Aguas Minerales,Con y Sin Gas.,3500.0,2.44,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Jugos Exprimidos,,4600.0,3.21,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Licuados con agua,,5400.0,3.76,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Licuados con leche o jugo de naranja,,5600.0,3.9,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Agua de Maracuyá y Lima,"Agua, maracuyá, lima, jugo naranja y frutos rojos",10900.0,7.6,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Arnold Palmer,"Refrescante limonada con te, hielo y azucar",3500.0,2.44,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Primavera,"Jugo de naranja, maracuya y pulpa de frutilla",4500.0,3.14,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Pomelada de pepino & menta,"Jarra de 1,5 lts",10900.0,7.6,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,John Lemon,"Jarra de 1,5 lts",10900.0,7.6,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,LIMONADAS,R&F Lemonade,Resfrescante limonada con menta y jengibre,4200.0,2.93,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,LIMONADAS,Frozen Lemonade,Resfrescante limonada frozen,4100.0,2.86,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,ENERGIZANTE,Red Bull Sugarfree,,4500.0,3.14,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,ENERGIZANTE,Red Bull,,4500.0,3.14,1435.0
2026-03-03,2026-03-03 15:51:27,Orono,Boulevard Orono,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno Express,Café con leche o té + 1 medialuna,8000.0,5.57,1435.0
